build_time,avg_bf_time,avg_bf_memory,avg_kd_time,avg_kd_memory,avg_kd_accuracy,avg_bbf_time,avg_bbf_memory,avg_bbf_accuracy,file_id,dimensions,num_points
0.23067712783813477,278568.53008270264,-208076.8,6797.857284545898,-163.84,1.0,11445.608139038086,-29163.52,0.8167804,1,8,100000
0.24353814125061035,290199.12004470825,819.2,6144.769191741943,0.0,1.0,12233.872413635254,655.36,0.8188846,2,8,100000
0.2307419776916504,306012.06064224243,1310.72,7418.54190826416,163.84,1.0,12377.419471740723,655.36,0.7938921,3,8,100000
0.2508049011230469,298401.4916419983,983.04,8393.785953521729,0.0,1.0,12841.23420715332,1638.4,0.8030571,4,8,100000
0.24317216873168945,315405.04455566406,1310.72,8675.1389503479,491.52,1.0,12497.735023498535,163.84,0.800867,5,8,100000
0.2600367069244385,314216.51124954224,1146.88,8502.92444229126,0.0,1.0,13543.894290924072,655.36,0.8007821,6,8,100000
0.24993515014648438,324673.1376647949,1146.88,7005.164623260498,0.0,1.0,13149.549961090088,491.52,0.8156811,7,8,100000
0.2448587417602539,321136.5866661072,1474.56,7370.901107788086,0.0,1.0,13766.803741455078,655.36,0.7730159,8,8,100000
0.2440810203552246,333501.26028060913,1310.72,9253.566265106201,0.0,1.0,12696.902751922607,1146.88,0.7962916,9,8,100000
0.2437760829925537,328492.2695159912,983.04,7930.960655212402,163.84,1.0,13472.82886505127,491.52,0.80621827,10,8,100000
0.2449779510498047,300053.32708358765,1146.88,8007.831573486328,0.0,1.0,11842.384338378906,819.2,0.7957192,11,8,100000
0.2257978916168213,291140.7232284546,1146.88,7103.612422943115,0.0,1.0,12173.490524291992,163.84,0.8254854,12,8,100000
0.22112703323364258,293335.23750305176,1474.56,7851.326465606689,163.84,1.0,11682.45792388916,491.52,0.79072976,13,8,100000
0.22303223609924316,276658.079624176,1310.72,7688.074111938477,163.84,1.0,10351.800918579102,327.68,0.7914214,14,8,100000
0.22136497497558594,283149.0206718445,819.2,6892.333030700684,0.0,1.0,12307.400703430176,0.0,0.836419,15,8,100000
0.2256026268005371,280881.6862106323,1146.88,7111.191749572754,0.0,1.0,11814.334392547607,491.52,0.8028456,16,8,100000
0.22811579704284668,277782.3066711426,1146.88,7333.4527015686035,0.0,1.0,11325.521469116211,491.52,0.7854607,17,8,100000
0.2266860008239746,281653.1181335449,983.04,6738.479137420654,163.84,1.0,11307.578086853027,491.52,0.780271,18,8,100000
0.22745013236999512,284866.6977882385,1146.88,6776.173114776611,163.84,1.0,12225.933074951172,819.2,0.80088186,19,8,100000
0.22687172889709473,279496.4647293091,819.2,7030.682563781738,0.0,1.0,11781.420707702637,819.2,0.808239,20,8,100000
0.23276591300964355,283967.8621292114,983.04,6306.130886077881,0.0,1.0,11308.419704437256,491.52,0.7956485,21,8,100000
0.2321009635925293,283461.41815185547,1310.72,6672.413349151611,163.84,1.0,11661.427021026611,491.52,0.8339212,22,8,100000
0.22508883476257324,282654.9434661865,1146.88,6690.640449523926,163.84,1.0,11402.61173248291,819.2,0.81594604,23,8,100000
0.22488093376159668,282816.5531158447,983.04,7216.37487411499,0.0,1.0,11408.576965332031,655.36,0.8287933,24,8,100000
0.22208499908447266,284169.3615913391,1310.72,7403.7933349609375,0.0,1.0,10931.5824508667,1146.88,0.8209877,25,8,100000
0.22346806526184082,284349.5273590088,819.2,7664.046287536621,0.0,1.0,11261.50369644165,819.2,0.77495855,26,8,100000
0.22564196586608887,285173.442363739,655.36,6001.3532638549805,0.0,1.0,11790.928840637207,655.36,0.8345347,27,8,100000
0.22767996788024902,284580.4023742676,1310.72,6196.770668029785,0.0,1.0,11495.096683502197,819.2,0.8050518,28,8,100000
0.22930097579956055,281286.244392395,1146.88,6727.080345153809,0.0,1.0,11618.330478668213,1146.88,0.83373225,29,8,100000
0.22752809524536133,284997.0245361328,983.04,7582.7813148498535,327.68,1.0,10914.468765258789,0.0,0.79743063,30,8,100000
0.22521209716796875,290591.676235199,655.36,7111.306190490723,0.0,1.0,12519.62423324585,983.04,0.80706465,31,8,100000
0.22489070892333984,282527.58264541626,655.36,7439.606189727783,163.84,1.0,11035.652160644531,819.2,0.7795047,32,8,100000
0.22369790077209473,286812.0312690735,1638.4,6045.491695404053,163.84,1.0,11756.174564361572,1310.72,0.8109882,33,8,100000
0.22527575492858887,290289.59035873413,819.2,8092.548847198486,0.0,1.0,11360.297203063965,655.36,0.78113765,34,8,100000
